# Token fingerprints of the comment pass, per file.
#
# sha256 over the ordered `(tag, exact text)` sequence of each file's tokens,
# POSITIONS EXCLUDED and doc-comment tokens skipped. An ordinary `//` comment
# produces no token at all, so this digest is invariant under every edit the
# conservation pass is allowed to make — comment removal, rewording,
# reindentation — and moves on any token insertion, deletion or edit.
#
# Verify with: zig build fingerprint -- --check briefs/artifacts/m1.E-fingerprint.tsv
#
# THE REFERENCE IS THE STATE THE CONTENT GATES START FROM, not a fixed point in
# the branch's history. The gates that BUILT this instrument are outside its
# reach by construction — they wrote the rules, the subcommands and the build
# steps, and they corrected code in the open — so a reference taken before them
# reports their declared edits at every later run, and a control that must be
# explained away each time is a control nobody reads. Re-posed here at the last
# commit before the first gate under fingerprint. Measured across that span:
# of the 333 files, exactly ONE token stream moved, `tools/weld_lint/dead_tests.zig`,
# and the whole of its non-comment diff is the two-line per-platform test floor,
# re-derived FROM THE SUITE as the milestone requires. Absorbed, never excused:
# a code edit inside a CONTENT gate still fails this check, which is the point.
#
# ONE FILE IS DELIBERATELY ABSENT: `tools/weld_lint/comment_scan.zig`. It holds
# the pass's own coverage ledger, so each subtree the pass finishes removes an
# entry from it and moves its token stream BY CONSTRUCTION. It is the one
# expected mover; every other moved file is a defect. Excluded here rather than
# tolerated in the report, so a real move cannot hide behind an expected one.
# That exclusion is of a different nature from the re-posing above and does not
# generalise: nothing else may earn a standing exemption.
#
# Proven in both directions on this tree: stripping all 1110 comment lines from
# a real file and reindenting it left all digests unchanged, while a two-token
# edit in two files was named at exit 1.
89cfa73737f0d16a3807ba591e7fcb830eced67c5fa41bbda5a4786db88ec175	bench/asset_cache.zig
fd131e024c11cf184745244aa65daa633a8813a573c659b6a6e546725f49e944	bench/ecs_benchmark.zig
5e89537b4163edc6b920112296c63f5e2927401ee6962783cac8a41ca9968d77	bench/ecs_election.zig
836c6806f0d6130020db3d9292a0db3b135fe55cfc00170d5b14c642384912fa	bench/ecs_hybrid_crossover.zig
b18604af30acbd095a29310195b4fee89be6caad698a57e72bb0982795b77b24	bench/etch_compile.zig
8967571b35f8d1753834bd9499365f1af782408563c52e625258c6fbaf30fa7f	bench/etch_interp.zig
83c84ce9f67ee1dfa407505264b3b4275ad5fa1d604848b676e291b4478526a2	bench/etch_parse.zig
99464e391a9adf36e7aa2471f79293730c2f94f4f4b7c7005e5830afe0668563	bench/fixture_facade.zig
a5acb00120f21b586e7bc435e310afc96345e8b504573338402f2707c238f74d	bench/fixtures/synth_100/build.zig
183291902207e24e30209a1333dab837a598517886592043202ec81977141a55	bench/forge_3d_character.zig
b4643da6e2abfd3f7855b53ce20b0ca797f52f06555317a6b698286b817457ba	bench/forge_3d_mesh.zig
2ff55927c48c67f1ab6ba092d1745e962750fadab2743c01bc53036abab3b09b	bench/forge_3d_raycast.zig
8b38a0b987d53782b6bf9b31f1d3b3f805c437e1acdecb6fa9b42bc48374d5e4	bench/forge_3d_sensor.zig
fdc2a2d24255f8dbd2b4eebc7c9391e768fe8b2c90d9b8ca35afb13a27ac7df8	bench/forge_3d_shapecast.zig
